RLC1 EMBEDDED CONSTANTS AUDIT — score_claim=false
Scope: every numeric literal in the six changed receiver source files (all lines, including inherited portions). Archive bytes are counted, not code.
Content-selected config is exactly19 bytes: class=1; low=128; high=320; history=16; priorDen=4; minCount=4; residualMax=36; slopeMax=2; widthDen=2; widthMultiplier=3; spanMax=24; bins=0,1,2,4,8,16. It is loaded from RLC1 rider bytes45..63. Forty signed fitted weights occupy bytes5..44; version is byte4. Native sees parsed config only. No TC4 class/map selectors are present in this candidate.
A source literal can equal a selected value without supplying it: e.g.255 is uint8 bound;2 is proven slope-domain ceiling, while the actual slope comes from cfg[7]. Those constants enforce arithmetic safety and cannot reconstruct a selected geometry choice.
New generic arithmetic predeclared before pricing: public shape384x512/K5; HPAC64-cell slots and190 groups; six moment coordinates; Q16=65536; integer root's2-bit shifts, nearest-even half/unit, int64/int128 bounds; binary packing offsets and format/version tags. C cfg indices0..16 label serialized fields, never values.
Inherited literals: exact same source line occurs in move40's same relative file. Their provenance is the immutable move40 format/receiver, with its compliance adjudication by MAIN; no claim of freshly auditing all inherited mechanisms. Inherited mixer lines map to tc3 adaptive receiver algorithm (KT half-count smoothing, ratio clip1/16..16, fixed-log arithmetic, weights/state dimensions); its fitted weights stay counted.
Pins in inflate.py are non-reconstructive archive identity metadata. Proof BLAS1/4 and advisory mode are environmental test controls; normal runtime remains CUDA/T4-declared.
No scorer, GT, source-video, absolute external imports, learned table or per-frame content is added to receiver code. All data-derived scalars are in archive.zip.

LITERAL CENSUS
inflate.py:19 literal=180173 | GENERIC archive integrity pin or explicit proof/device/thread control | ARCHIVE_BYTES = 180173
experiments/ddm_rlc1_run.py:151 literal=0 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | start = int(state["frame"][0])
experiments/ddm_rlc1_run.py:152 literal=2 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | mixer.restore({k[2:]: v for k, v in state.items() if k.startswith("m_")})
experiments/ddm_rlc1_run.py:156 literal=3 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | route.NativeRc64Encoder(library, None if state is None else state[f"enc{i}"].tobytes()) for i in range(3)
experiments/ddm_rlc1_run.py:158 literal=600 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | field = np.memmap(TRACE / "field.u8", mode="r", dtype=np.uint8, shape=(600, geo.H, geo.W))
experiments/ddm_rlc1_run.py:166 literal=0 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | plane, previous = field[frame], None if frame == 0 else field[frame - 1]
experiments/ddm_rlc1_run.py:166 literal=1 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | plane, previous = field[frame], None if frame == 0 else field[frame - 1]
experiments/ddm_rlc1_run.py:172 literal=1 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | mixer.observe(positions, plane.reshape(-1)[positions])
experiments/ddm_rlc1_run.py:174 literal=1 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | truth = plane.reshape(-1)[ORDER].astype(np.int32)
experiments/ddm_rlc1_run.py:175 literal=2 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | for enc in encoders[:2]:
experiments/ddm_rlc1_run.py:177 literal=2 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | encoders[2].encode(truth, data["rows"][ORDER])
experiments/ddm_rlc1_run.py:178 literal=1 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | state = {"frame": np.array([frame + 1]), **{"m_" + k: v for k, v in mixer.snapshot().items()}}
experiments/ddm_rlc1_run.py:180 literal=1 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | payload = save(work / "states" / f"frame_{frame + 1:04d}.npz", state)
experiments/ddm_rlc1_run.py:181 literal=1 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | record(latest, {"binding": pin, "state": payload, "frame": frame + 1})
experiments/ddm_rlc1_run.py:182 literal=1 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | print(json.dumps({"frame": frame + 1, "elapsed": time.monotonic() - started}), flush=True)
experiments/ddm_rlc1_run.py:183 literal=600 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | if stop != 600:
experiments/ddm_rlc1_run.py:194 literal=0 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | if raw_streams[0] != raw_streams[1] or raw_streams[2] != (ROOT / "retained/source.rc64").read_bytes():
experiments/ddm_rlc1_run.py:194 literal=1 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | if raw_streams[0] != raw_streams[1] or raw_streams[2] != (ROOT / "retained/source.rc64").read_bytes():
experiments/ddm_rlc1_run.py:194 literal=2 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | if raw_streams[0] != raw_streams[1] or raw_streams[2] != (ROOT / "retained/source.rc64").read_bytes():
experiments/ddm_rlc1_run.py:197 literal=2 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | for i in range(2):
experiments/ddm_rlc1_run.py:204 literal=600 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | "positions": 600 * geo.H * geo.W,
experiments/ddm_rlc1_run.py:207 literal=3 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | "streams": [fact(work / f"twin{i}.rc64") for i in range(3)],
experiments/ddm_rlc1_run.py:215 literal=2 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | storage(len(member) * 2)
experiments/ddm_rlc1_run.py:237 literal=1 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | if text.count(old) != 1:
experiments/ddm_rlc1_run.py:238 literal=80 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | raise ValueError("receiver replacement not unique: " + old[:80])
experiments/ddm_rlc1_run.py:256 literal=96 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | prefix = b"".join(section[k] for k in ("header", "hpac", "semantic", "carrier")) + section["tail"][:96]
experiments/ddm_rlc1_run.py:259 literal=10 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | for quality in (9, 10, 11):
experiments/ddm_rlc1_run.py:259 literal=11 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | for quality in (9, 10, 11):
experiments/ddm_rlc1_run.py:259 literal=9 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | for quality in (9, 10, 11):
experiments/ddm_rlc1_run.py:260 literal=22 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | for window in (22, 23, 24):
experiments/ddm_rlc1_run.py:260 literal=23 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | for window in (22, 23, 24):
experiments/ddm_rlc1_run.py:260 literal=24 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | for window in (22, 23, 24):
experiments/ddm_rlc1_run.py:263 literal=0 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | alternatives.append((f"q{quality}_w{window}", mix.MAGIC + bytes([config[0] | 16]) + config[1:] + packed))
experiments/ddm_rlc1_run.py:263 literal=1 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | alternatives.append((f"q{quality}_w{window}", mix.MAGIC + bytes([config[0] | 16]) + config[1:] + packed))
experiments/ddm_rlc1_run.py:263 literal=16 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | alternatives.append((f"q{quality}_w{window}", mix.MAGIC + bytes([config[0] | 16]) + config[1:] + packed))
experiments/ddm_rlc1_run.py:269 literal=1 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | for method, level in (("stored", None), ("deflate", 1), ("deflate", 6), ("deflate", 9)):
experiments/ddm_rlc1_run.py:269 literal=6 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | for method, level in (("stored", None), ("deflate", 1), ("deflate", 6), ("deflate", 9)):
experiments/ddm_rlc1_run.py:269 literal=9 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | for method, level in (("stored", None), ("deflate", 1), ("deflate", 6), ("deflate", 9)):
experiments/ddm_rlc1_run.py:274 literal=180233 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | saved = 180233 - winner["archive"]["bytes"]
experiments/ddm_rlc1_run.py:277 literal=19 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | {"samples": census, "winner": winner, "net_saved_bytes": saved, "config_bytes": 19, "score_claim": False},
experiments/ddm_rlc1_run.py:279 literal=30 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | if saved < 30:
experiments/ddm_rlc1_run.py:392 literal=600 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | parser.add_argument("--stop-after", type=int, default=600)
experiments/ddm_rlc1_run.py:394 literal=0 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | if args.resume_from.resolve() != ROOT.resolve() or not 0 < args.stop_after <= 600:
experiments/ddm_rlc1_run.py:394 literal=600 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | if args.resume_from.resolve() != ROOT.resolve() or not 0 < args.stop_after <= 600:
experiments/ddm_rlc1_smoke.py:19 literal=1 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | REPO = Path(__file__).resolve().parents[1]
experiments/ddm_rlc1_smoke.py:20 literal=0 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | sys.path[:0] = [str(REPO), str(REPO / "src")]
experiments/ddm_rlc1_smoke.py:31 literal=2 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | temp.write_text(json.dumps(value, sort_keys=True, indent=2) + "\n")
experiments/ddm_rlc1_smoke.py:44 literal=0 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | sys.path.insert(0, str(runtime))
experiments/ddm_rlc1_smoke.py:50 literal=20260910 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | torch.manual_seed(20260910)
